,count,mean,std,min,25%,50%,75%,max
Bwd Packets/s,1507.0,1840.3364858068242,6441.665207192692,0.166657278,0.174051332,0.184767098,0.19777419000000002,50000.0
Min Packet Length,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Packet Length,1507.0,97.68679495686796,440.29071810077096,0.0,0.0,0.0,0.0,7926.0
Packet Length Mean,1507.0,24.5093331966556,87.03591748317776,0.0,0.0,0.0,0.0,589.7777778
Packet Length Std,1507.0,30.47562146675513,105.35484653453427,0.0,0.0,0.0,0.0,1299.540116
Packet Length Variance,1507.0,12021.041802050433,76168.57431852167,0.0,0.0,0.0,0.0,1688804.514
FIN Flag Count,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN Flag Count,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RST Flag Count,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSH Flag Count,1507.0,0.9051094890510949,0.2931609307149878,0.0,1.0,1.0,1.0,1.0
ACK Flag Count,1507.0,0.0948905109489051,0.2931609307149878,0.0,0.0,0.0,0.0,1.0
URG Flag Count,1507.0,0.0948905109489051,0.2931609307149878,0.0,0.0,0.0,0.0,1.0
CWE Flag Count,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE Flag Count,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Down/Up Ratio,1507.0,0.1426675514266755,0.3498495943604171,0.0,0.0,0.0,0.0,1.0
Average Packet Size,1507.0,25.232853244724616,88.23280979971739,0.0,0.0,0.0,0.0,624.4705882
Avg Fwd Segment Size,1507.0,16.86931227511613,53.04735059717536,0.0,0.0,0.0,0.0,216.5073892
Avg Bwd Segment Size,1507.0,41.622305713205044,161.4392905578751,0.0,0.0,0.0,0.0,1411.428571
Fwd Header Length.1,1507.0,403.1320504313205,1357.1868258131076,32.0,104.0,104.0,104.0,6536.0
Fwd Avg Bytes/Bulk,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,1507.0,12.371599203715991,42.405663635851816,1.0,3.0,3.0,3.0,204.0
Subflow Fwd Bytes,1507.0,2111.5023224950232,9297.962862062452,0.0,0.0,0.0,0.0,43951.0
Subflow Bwd Packets,1507.0,6.0564034505640345,21.803331459973272,1.0,1.0,1.0,1.0,106.0
Subflow Bwd Bytes,1507.0,3484.7372262773724,15333.946998790292,0.0,0.0,0.0,0.0,80534.0
Init_Win_bytes_forward,1507.0,26507.775713337756,8319.609285386088,237.0,29200.0,29200.0,29200.0,29200.0
Init_Win_bytes_backward,1507.0,23444.40610484406,11209.0002348079,235.0,28960.0,28960.0,28960.0,28960.0
act_data_pkt_fwd,1507.0,4.851360318513604,21.382817951027466,0.0,0.0,0.0,0.0,101.0
min_seg_size_forward,1507.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0
Active Mean,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Std,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Max,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Min,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Mean,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Std,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Max,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Min,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
