,count,mean,std,min,25%,50%,75%,max
Fwd PSH Flags,5897.0,0.0023740885195862303,0.0486708735098325,0.0,0.0,0.0,0.0,1.0
Bwd PSH Flags,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd URG Flags,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd URG Flags,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Header Length,5897.0,360.33101577073086,328.4070414087927,32.0,32.0,456.0,680.0,1124.0
Bwd Header Length,5897.0,533.3362726810243,501.39940905107267,0.0,32.0,392.0,1032.0,1456.0
Fwd Packets/s,5897.0,7826.491504435193,19050.762808986485,0.116888628,1.735516719,5.251920486,13333.33333,1000000.0
Bwd Packets/s,5897.0,7608.743623375694,15614.024885782279,0.0,2.633423643,3.183595569,13333.33333,1000000.0
Min Packet Length,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Packet Length,5897.0,490.1366796676276,488.1869021847623,0.0,0.0,976.0,976.0,1432.0
Packet Length Mean,5897.0,44.32864182078024,44.2227896209962,0.0,0.0,75.21428571,88.01851852,149.3809524
Packet Length Std,5897.0,95.52587885767858,95.27562921349296,0.0,0.0,166.9017726,189.5902723,321.1567448
Packet Length Variance,5897.0,18201.09972001816,18336.90088211956,0.0,0.0,27856.20168,35944.47135,103141.6548
FIN Flag Count,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN Flag Count,5897.0,0.0023740885195862303,0.0486708735098325,0.0,0.0,0.0,0.0,1.0
RST Flag Count,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSH Flag Count,5897.0,0.50517212141767,0.500015646006333,0.0,0.0,1.0,1.0,1.0
ACK Flag Count,5897.0,0.49482787858233,0.500015646006333,0.0,0.0,0.0,1.0,1.0
URG Flag Count,5897.0,0.4909275903001526,0.4999600774565687,0.0,0.0,0.0,1.0,1.0
CWE Flag Count,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE Flag Count,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Down/Up Ratio,5897.0,0.9920298456842462,0.08892677871172848,0.0,1.0,1.0,1.0,1.0
Average Packet Size,5897.0,45.17970752697621,45.06595431644132,0.0,0.0,76.30434783,89.67924528,156.85
Avg Fwd Segment Size,5897.0,47.876213357081895,47.78977920725193,0.0,0.0,73.33333333,95.61904762,174.1818182
Avg Bwd Segment Size,5897.0,43.466228622685485,43.680881838247316,0.0,0.0,76.53846154,85.78125,200.9
Fwd Header Length.1,5897.0,360.33101577073086,328.4070414087927,32.0,32.0,456.0,680.0,1124.0
Fwd Avg Bytes/Bulk,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,5897.0,11.124978802781076,10.123280886791509,1.0,1.0,14.0,21.0,33.0
Subflow Fwd Bytes,5897.0,1008.5908088858741,1006.9419566560317,0.0,0.0,1128.0,2008.0,3832.0
Subflow Bwd Packets,5897.0,16.532304561641514,15.529669681966483,0.0,1.0,12.0,32.0,43.0
Subflow Bwd Bytes,5897.0,1382.5504493810413,1383.8878611183954,0.0,0.0,2009.0,2745.0,5673.0
Init_Win_bytes_forward,5897.0,14879.08360183144,14471.056748238763,229.0,259.0,29200.0,29200.0,29200.0
Init_Win_bytes_backward,5897.0,246.24910971680515,17.534154777351056,-1.0,247.0,247.0,247.0,277.0
act_data_pkt_fwd,5897.0,8.018144819399694,8.01119741404755,0.0,0.0,6.0,16.0,22.0
min_seg_size_forward,5897.0,32.0,0.31255935664237394,20.0,32.0,32.0,32.0,44.0
Active Mean,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Std,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Max,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Min,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Mean,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Std,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Max,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Min,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
