,count,mean,std,min,25%,50%,75%,max
Bwd Avg Bytes/Bulk,5796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,5796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,5796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,5796.0,6.337129054520359,5.7496107806516275,1.0,2.0,3.0,14.0,16.0
Subflow Fwd Bytes,5796.0,810.6920289855072,1145.3791435352516,0.0,0.0,16.0,2541.0,3146.0
Subflow Bwd Packets,5796.0,1.6557971014492754,1.262611289306643,0.0,0.0,2.0,3.0,11.0
Subflow Bwd Bytes,5796.0,20.58592132505176,269.6534554921857,0.0,0.0,0.0,6.0,14556.0
Init_Win_bytes_forward,5796.0,19577.231884057972,13642.78681055649,229.0,229.0,29200.0,29200.0,29200.0
Init_Win_bytes_backward,5796.0,893.632160110421,4730.951565677301,-1.0,-1.0,0.0,235.0,29200.0
act_data_pkt_fwd,5796.0,3.7510351966873707,4.883911072746006,0.0,0.0,1.0,11.0,11.0
min_seg_size_forward,5796.0,34.24085576259489,3.621424251243073,20.0,32.0,32.0,40.0,40.0
Active Mean,5796.0,1212475.10205314,1862860.7020132157,0.0,0.0,44.0,3205566.25,9418959.0
Active Std,5796.0,1595756.5788806076,2483939.348625774,0.0,0.0,0.0,4532395.545,6668051.595
Active Max,5796.0,2340845.4001035197,3540704.119731787,0.0,0.0,44.0,6410565.5,9430525.0
Active Min,5796.0,84104.80400276053,757541.427502877,0.0,0.0,44.0,513.0,9418959.0
Idle Mean,5796.0,27347383.951690823,39394595.32359316,0.0,0.0,19200000.0,19300000.0,119000000.0
Idle Std,5796.0,6058800.810830051,10089967.56188148,0.0,0.0,0.0,18800000.0,71700000.0
Idle Max,5796.0,37084808.64389234,40468075.941542745,0.0,0.0,44100000.0,51400000.0,119000000.0
Idle Min,5796.0,23021897.729813665,40607467.06868928,0.0,0.0,5737880.5,5960363.0,119000000.0
