,count,mean,std,min,25%,50%,75%,max
Bwd URG Flags,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Header Length,7938.0,179.90828924162258,115.9926733416349,32.0,64.0,200.0,296.0,296.0
Bwd Header Length,7938.0,250.10783572688334,237.55376192833324,0.0,20.0,200.0,488.0,488.0
Fwd Packets/s,7938.0,113726.89942508639,302254.6993813789,0.0,1.00044895175,1.4779547764999998,9132.420091,2000000.0
Bwd Packets/s,7938.0,2118.1903786145726,26369.465852313915,0.0,1.54793518025,1.6944846445,3875.968992,1000000.0
Min Packet Length,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Packet Length,7938.0,24.00201562106324,10.086659705415602,0.0,14.0,34.0,34.0,49.0
Packet Length Mean,7938.0,9.798893796405778,2.167587249481749,0.0,7.0,9.333333333,11.76,12.92
Packet Length Std,7938.0,10.35517786881026,2.348089516564092,0.0,8.082903769,11.64650272,12.6322339,14.5639967
Packet Length Variance,7938.0,112.74253849680699,48.002489377695646,0.0,65.33333333,135.6410256,159.5733333,212.11
FIN Flag Count,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN Flag Count,7938.0,0.4972285210380448,0.5000238154165609,0.0,0.0,0.0,1.0,1.0
RST Flag Count,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSH Flag Count,7938.0,0.5006298815822625,0.5000311002790974,0.0,0.0,1.0,1.0,1.0
ACK Flag Count,7938.0,0.4993701184177375,0.5000311002790974,0.0,0.0,0.0,1.0,1.0
URG Flag Count,7938.0,0.0007558578987150416,0.02748420888002061,0.0,0.0,0.0,0.0,1.0
CWE Flag Count,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE Flag Count,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Down/Up Ratio,7938.0,0.5073066263542454,0.49997810405267207,0.0,0.0,1.0,1.0,1.0
Average Packet Size,7938.0,11.639572804319894,1.8198860005230024,0.0,9.333333333,12.16666667,12.54166667,14.0
Avg Fwd Segment Size,7938.0,9.389891450405528,2.4936649667759854,0.0,7.0,9.6875,11.77777778,15.0
Avg Bwd Segment Size,7938.0,6.273351808202486,6.267445631632696,0.0,0.0,12.53333333,12.53333333,13.2
Fwd Header Length.1,7938.0,179.90828924162258,115.9926733416349,32.0,64.0,200.0,296.0,296.0
Fwd Avg Bytes/Bulk,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,7938.0,5.49697656840514,3.499859199774699,1.0,2.0,6.0,9.0,9.0
Subflow Fwd Bytes,7938.0,60.03212396069539,46.33576372167712,0.0,14.0,30.5,106.0,135.0
Subflow Bwd Packets,7938.0,7.808390022675737,7.18645606087856,0.0,1.0,6.0,15.0,15.0
Subflow Bwd Bytes,7938.0,93.90677752582515,93.92231315869239,0.0,0.0,76.0,188.0,188.0
Init_Win_bytes_forward,7938.0,14732.745527840765,14486.403781523426,227.0,229.0,29200.0,29200.0,29200.0
Init_Win_bytes_backward,7938.0,117.56059460821366,343.14627666035085,-1.0,0.0,227.0,227.0,28960.0
act_data_pkt_fwd,7938.0,2.996346686822877,2.997644996745032,0.0,0.0,2.0,6.0,6.0
min_seg_size_forward,7938.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0
Active Mean,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Std,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Max,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Min,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Mean,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Std,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Max,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Min,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
