,count,mean,std,min,25%,50%,75%,max
Fwd IAT Total,5499.0,57694286.42316785,36482117.45798689,0.0,21000000.0,63100000.0,63200000.0,120000000.0
Fwd IAT Mean,5499.0,12792427.533381214,10257944.230094666,0.0,10500000.0,10500000.0,13100000.0,36700000.0
Fwd IAT Std,5499.0,16825322.27758608,19886200.240398675,0.0,501102.05455,11900000.0,11900000.0,63500000.0
Fwd IAT Max,5499.0,39033235.01763957,34600219.1516156,0.0,21000000.0,32100000.0,32100000.0,110000000.0
Fwd IAT Min,5499.0,2070008.21167485,4894359.564569486,0.0,615.0,996951.0,998866.0,21000000.0
Bwd IAT Total,5499.0,22515047.116566647,43285206.96554395,0.0,0.0,0.0,9967.5,110000000.0
Bwd IAT Mean,5499.0,11514385.093781592,21779821.452860694,0.0,0.0,0.0,4649.0,55000000.0
Bwd IAT Std,5499.0,14388181.5051817,29257770.60234662,0.0,0.0,0.0,0.0,77800000.0
Bwd IAT Max,5499.0,21698565.37679578,42017791.06503131,0.0,0.0,0.0,9291.0,110000000.0
Bwd IAT Min,5499.0,1340704.1663938898,6346625.909021169,0.0,0.0,0.0,4.0,31600000.0
Fwd PSH Flags,5499.0,0.16330241862156755,0.36967497942199834,0.0,0.0,0.0,0.0,1.0
Bwd PSH Flags,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd URG Flags,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd URG Flags,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Header Length,5499.0,216.05819239861793,123.80598107180528,32.0,136.0,280.0,280.0,744.0
Bwd Header Length,5499.0,32.81833060556465,43.845120598172436,0.0,0.0,0.0,80.0,400.0
Fwd Packets/s,5499.0,11016.086670468207,68012.48167139015,0.035326064,0.110834129,0.110902243,0.14862684650000002,1000000.0
Bwd Packets/s,5499.0,11219.69183626213,68048.86940806589,0.0,0.0,0.0,0.0278701155,1000000.0
Min Packet Length,5499.0,19.67775959265321,77.87244024557188,0.0,0.0,0.0,0.0,389.0
Max Packet Length,5499.0,336.328968903437,566.8675043895059,0.0,0.0,0.0,520.0,4344.0
Packet Length Mean,5499.0,132.1716942987849,278.041993447651,0.0,0.0,0.0,93.5,1324.0
Packet Length Std,5499.0,145.9049489352738,287.4340825734785,0.0,0.0,0.0,172.9839427,1144.885584
Packet Length Variance,5499.0,103891.58168227912,295193.9285124643,0.0,0.0,0.0,29923.44444,1310763.0
FIN Flag Count,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN Flag Count,5499.0,0.16330241862156755,0.36967497942199834,0.0,0.0,0.0,0.0,1.0
RST Flag Count,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSH Flag Count,5499.0,0.7666848517912348,0.4229795800569855,0.0,1.0,1.0,1.0,1.0
ACK Flag Count,5499.0,0.23331514820876523,0.4229795800569855,0.0,0.0,0.0,0.0,1.0
URG Flag Count,5499.0,0.12220403709765412,0.3275510970583678,0.0,0.0,0.0,0.0,1.0
CWE Flag Count,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE Flag Count,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Down/Up Ratio,5499.0,0.22404073467903254,0.6966089737891709,0.0,0.0,0.0,0.0,4.0
Average Packet Size,5499.0,180.29680338785855,405.80892220170193,0.0,0.0,0.0,103.8888889,1986.0
Avg Fwd Segment Size,5499.0,156.55358825365502,402.6261734975059,0.0,0.0,0.0,131.25,1983.0
Avg Bwd Segment Size,5499.0,44.79161362675032,176.84002811524047,0.0,0.0,0.0,0.0,1983.0
Fwd Header Length.1,5499.0,216.05819239861793,123.80598107180528,32.0,136.0,280.0,280.0,744.0
Fwd Avg Bytes/Bulk,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,5499.0,5.741771231132933,3.32952321451269,1.0,4.0,7.0,7.0,23.0
Subflow Fwd Bytes,5499.0,496.55355519185304,1107.8062911190293,0.0,0.0,0.0,530.0,5720.0
Subflow Bwd Packets,5499.0,0.9638116021094745,1.2824045335083591,0.0,0.0,0.0,2.0,12.0
Subflow Bwd Bytes,5499.0,118.38570649208947,485.64169707011837,0.0,0.0,0.0,0.0,12777.0
Init_Win_bytes_forward,5499.0,22440.99909074377,12253.46709245723,229.0,29200.0,29200.0,29200.0,29200.0
Init_Win_bytes_backward,5499.0,1594.888888888889,6434.809537630245,-1.0,-1.0,-1.0,235.0,28960.0
act_data_pkt_fwd,5499.0,1.0489179850881978,2.3344355066260998,0.0,0.0,0.0,2.0,15.0
min_seg_size_forward,5499.0,36.0661938534279,4.032423731334314,20.0,32.0,40.0,40.0,40.0
Active Mean,5499.0,3906002.8906161124,3359823.5746275326,0.0,0.0,7004337.0,7009989.0,7016793.0
Active Std,5499.0,217939.13791927608,1131650.3884654725,0.0,0.0,0.0,0.0,9587554.78
Active Max,5499.0,4055115.5351882163,3495085.088689626,0.0,0.0,7005430.0,7010414.0,13600000.0
Active Min,5499.0,3719253.896526641,3434836.590367622,0.0,0.0,7004337.0,7009989.0,7016793.0
Idle Mean,5499.0,29518278.9709038,37472138.181280024,0.0,0.0,18700000.0,18700000.0,110000000.0
Idle Std,5499.0,6796276.11547427,6282903.915737276,0.0,0.0,12200000.0,12200000.0,20700000.0
Idle Max,5499.0,37347720.68757956,35957618.542364,0.0,0.0,32100000.0,32100000.0,110000000.0
Idle Min,5499.0,23637045.268048737,39514306.71437092,0.0,0.0,8015905.0,8016165.5,110000000.0
