,count,mean,std,min,25%,50%,75%,max
Fwd PSH Flags,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd PSH Flags,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd URG Flags,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd URG Flags,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Header Length,128027.0,97.09614378217096,38.29109415887859,20.0,72.0,80.0,100.0,232.0
Bwd Header Length,128027.0,72.72750279237974,56.67211501852701,0.0,0.0,92.0,112.0,172.0
Fwd Packets/s,128027.0,102.1374992349022,6338.440442944285,0.0,0.4953007905,1.672887018,5.070115472,1500000.0
Bwd Packets/s,128027.0,70.64839613465212,3914.6072672446494,0.0,0.0,0.072949403,7.476393289500001,1000000.0
Min Packet Length,128027.0,2.1850390933162536,2.8871965348893727,0.0,0.0,0.0,6.0,6.0
Max Packet Length,128027.0,4606.544877252454,3963.808029845828,6.0,6.0,5755.0,7300.0,11595.0
Packet Length Mean,128027.0,736.8852831960527,584.5476102149979,2.0,6.0,833.5,1291.888889,1936.833333
Packet Length Std,128027.0,1577.7754840797934,1329.8956742214782,0.0,0.0,1903.962654,2650.585648,4731.522394
Packet Length Variance,128027.0,4257342.090675723,4553442.378101864,0.0,0.0,3625073.789,7025604.278,22400000.0
FIN Flag Count,128027.0,0.00021089301475470018,0.014520681313585497,0.0,0.0,0.0,0.0,1.0
SYN Flag Count,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RST Flag Count,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSH Flag Count,128027.0,0.4544744467963789,0.4979250551485622,0.0,0.0,0.0,1.0,1.0
ACK Flag Count,128027.0,0.5468221547017426,0.4978048025420742,0.0,0.0,1.0,1.0,1.0
URG Flag Count,128027.0,2.3432557194966685e-05,0.004840680854552901,0.0,0.0,0.0,0.0,1.0
CWE Flag Count,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE Flag Count,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Down/Up Ratio,128027.0,0.6241417825927343,0.7634243850790201,0.0,0.0,0.0,1.0,6.0
Average Packet Size,128027.0,822.6120019404717,658.8448142210866,3.0,7.5,897.6153846,1453.375,2324.2
Avg Fwd Segment Size,128027.0,7.4012615418489975,1.2373283844669094,3.0,6.0,7.0,8.666666667,10.0
Avg Bwd Segment Size,128027.0,1481.0264915890182,1164.8731525404992,0.0,0.0,1934.5,2321.4,5800.5
Fwd Header Length.1,128027.0,97.09614378217096,38.29109415887859,20.0,72.0,80.0,100.0,232.0
Fwd Avg Bytes/Bulk,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,128027.0,4.47243940731252,1.8978068325069977,1.0,3.0,4.0,5.0,11.0
Subflow Fwd Bytes,128027.0,31.908597405234833,11.957077252722076,6.0,26.0,26.0,30.0,74.0
Subflow Bwd Packets,128027.0,3.2558210377498495,2.5542912955235253,0.0,0.0,4.0,5.0,8.0
Subflow Bwd Bytes,128027.0,7373.6349988674265,5584.659449134711,0.0,0.0,11601.0,11607.0,11613.0
Init_Win_bytes_forward,128027.0,3889.892928835324,4052.4539556205214,0.0,256.0,256.0,8192.0,29200.0
Init_Win_bytes_backward,128027.0,145.40726565490093,110.62854013536025,-1.0,-1.0,229.0,229.0,229.0
act_data_pkt_fwd,128027.0,3.2896888937489748,1.5584268717217464,0.0,2.0,3.0,4.0,9.0
min_seg_size_forward,128027.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0
Active Mean,128027.0,200793.38189600632,784332.9969157731,0.0,0.0,0.0,1018.0,5000895.0
Active Std,128027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Max,128027.0,200793.38189600632,784332.9969157731,0.0,0.0,0.0,1018.0,5000895.0
Active Min,128027.0,200793.38189600632,784332.9969157731,0.0,0.0,0.0,1018.0,5000895.0
Idle Mean,128027.0,11985309.376990791,23372102.217061255,0.0,0.0,0.0,9219230.0,101000000.0
Idle Std,128027.0,4481514.055628891,14107777.159111157,0.0,0.0,0.0,0.0,64300000.0
Idle Max,128027.0,15154236.243979786,29006860.940241594,0.0,0.0,0.0,9219230.0,101000000.0
Idle Min,128027.0,8816414.749755912,21216525.999460664,0.0,0.0,0.0,8027746.5,101000000.0
