,count,mean,std,min,25%,50%,75%,max
Init_Win_bytes_backward,2273097.0,2404.6474695096604,9322.160920352086,-1.0,-1.0,-1.0,229.0,65535.0
act_data_pkt_fwd,2273097.0,6.361345336340684,710.1771720286351,0.0,0.0,1.0,2.0,213557.0
min_seg_size_forward,2273097.0,-3421.0178368982934,1210783.2303947066,-536870661.0,20.0,20.0,32.0,138.0
Active Mean,2273097.0,76396.79118939077,638350.0187463203,0.0,0.0,0.0,0.0,110000000.0
Active Std,2273097.0,46476.167652236414,407751.64289959444,0.0,0.0,0.0,0.0,74200000.0
Active Max,2273097.0,162249.87529788655,1074297.7351901184,0.0,0.0,0.0,0.0,110000000.0
Active Min,2273097.0,50873.65984865582,558333.5498791214,0.0,0.0,0.0,0.0,110000000.0
Idle Mean,2273097.0,3745967.3301088824,13491300.526622634,0.0,0.0,0.0,0.0,120000000.0
Idle Std,2273097.0,260370.86567694767,2974647.060464201,0.0,0.0,0.0,0.0,76900000.0
Idle Max,2273097.0,3937925.2139869086,14110895.682365293,0.0,0.0,0.0,0.0,120000000.0
Idle Min,2273097.0,3515160.918743459,13199371.981065083,0.0,0.0,0.0,0.0,120000000.0
