,count,mean,std,min,25%,50%,75%,max
Fwd Header Length,10293.0,195.73690857864568,100.50761541667109,64.0,64.0,232.0,264.0,696.0
Bwd Header Length,10293.0,124.16516078888566,81.39735179591591,0.0,0.0,168.0,168.0,304.0
Fwd Packets/s,10293.0,8.769247511676683,114.826822583847,0.016717574,0.199913358,0.590194392,0.747837511,3081.664099
Bwd Packets/s,10293.0,0.3668489423221608,0.3092121794588905,0.0,0.0,0.383586745,0.508791105,1.597999305
Min Packet Length,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Packet Length,10293.0,4219.894005634897,3434.3699969114755,0.0,0.0,3525.0,5840.0,11632.0
Packet Length Mean,10293.0,501.158612484231,358.84852537937263,0.0,0.0,456.4166667,852.8571429,1032.583333
Packet Length Std,10293.0,1271.7929152499,974.4967934322693,0.0,0.0,1166.184174,2100.474762,3352.65067
Packet Length Variance,10293.0,2567285.501316585,2764613.5425803075,0.0,0.0,1359985.528,4411994.225,11200000.0
FIN Flag Count,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN Flag Count,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RST Flag Count,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSH Flag Count,10293.0,0.7156319829010007,0.4511348145131813,0.0,0.0,1.0,1.0,1.0
ACK Flag Count,10293.0,0.2866996988244438,0.45224202769080935,0.0,0.0,0.0,1.0,1.0
URG Flag Count,10293.0,0.00728650539201399,0.08505360104133525,0.0,0.0,0.0,0.0,1.0
CWE Flag Count,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE Flag Count,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Down/Up Ratio,10293.0,0.06606431555426018,0.24840655525734429,0.0,0.0,0.0,0.0,1.0
Average Packet Size,10293.0,541.9496847271619,384.5634217639777,0.0,0.0,510.5,918.4615385,1126.454545
Avg Fwd Segment Size,10293.0,59.444926676840524,56.32629990971373,0.0,0.0,52.5,75.625,422.3076923
Avg Bwd Segment Size,10293.0,1256.7110766422807,976.6927414157445,0.0,0.0,1175.0,2326.4,3877.333333
Fwd Header Length.1,10293.0,195.73690857864568,100.50761541667109,64.0,64.0,232.0,264.0,696.0
Fwd Avg Bytes/Bulk,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,10293.0,5.9044010492567764,3.0084078745104077,2.0,2.0,7.0,8.0,21.0
Subflow Fwd Bytes,10293.0,418.43000097153407,526.4225895533282,0.0,0.0,377.0,468.0,6910.0
Subflow Bwd Packets,10293.0,3.714077528417371,2.421634782142941,0.0,0.0,5.0,5.0,9.0
Subflow Bwd Bytes,10293.0,6561.31710871466,5203.922744368962,0.0,0.0,4154.0,11632.0,11680.0
Init_Win_bytes_forward,10293.0,21000.874283493635,13006.283339321722,227.0,410.0,29200.0,29200.0,29200.0
Init_Win_bytes_backward,10293.0,167.83153599533662,106.55904353629053,-1.0,-1.0,235.0,235.0,239.0
act_data_pkt_fwd,10293.0,0.9970853978431944,1.1889140306527664,0.0,0.0,1.0,1.0,11.0
min_seg_size_forward,10293.0,32.00155445448363,0.1115097645378048,32.0,32.0,32.0,32.0,40.0
Active Mean,10293.0,206696.93213834646,903509.2449106335,0.0,0.0,754.0,935.0,13700000.0
Active Std,10293.0,24240.170934907223,343383.878884688,0.0,0.0,0.0,0.0,6656790.919
Active Max,10293.0,223837.3213834645,1004352.6471461945,0.0,0.0,754.0,935.0,13700000.0
Active Min,10293.0,189556.5428932284,861304.9168132574,0.0,0.0,750.0,933.0,13700000.0
Idle Mean,10293.0,18742768.02030506,29044586.187745325,0.0,5483845.0,6549317.0,13500000.0,120000000.0
Idle Std,10293.0,52895.15532081997,707208.1757382122,0.0,0.0,0.0,0.0,20700000.0
Idle Max,10293.0,18801370.781016223,29053045.04317733,0.0,5483845.0,6550319.0,13500000.0,120000000.0
Idle Min,10293.0,18697461.81832313,29057493.78245328,0.0,5479875.0,6539779.0,13500000.0,120000000.0
