,count,mean,std,min,25%,50%,75%,max
Bwd IAT Std,1966.0,28443.293287539578,156519.4132836815,0.0,0.0,1860.3979410000002,46812.4134575,4952988.279
Bwd IAT Max,1966.0,172828.97914547304,381305.48987236177,0.0,0.0,68387.0,497544.5,10300000.0
Bwd IAT Min,1966.0,125763.7502543235,217863.22375389046,0.0,0.0,580.0,4912.0,529172.0
Fwd PSH Flags,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd PSH Flags,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd URG Flags,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd URG Flags,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Header Length,1966.0,76.48016276703967,83.73226059166397,20.0,20.0,92.0,92.0,792.0
Bwd Header Length,1966.0,71.50559511698881,154.78448521848844,20.0,20.0,60.0,72.0,1712.0
Fwd Packets/s,1966.0,23301.29233823132,75954.05484969442,0.0,3.0201762885,57.680106325,20833.33333,1000000.0
Bwd Packets/s,1966.0,23301.730045793895,75953.94608889065,0.0,3.0201762885,43.260079745,20833.33333,1000000.0
Min Packet Length,1966.0,2.2461851475076298,2.904488619668533,0.0,0.0,0.0,6.0,6.0
Max Packet Length,1966.0,406.69175991861647,2281.890748679542,0.0,6.0,6.0,195.0,23360.0
Packet Length Mean,1966.0,51.260683970335286,210.12202225699897,0.0,3.42857142825,6.0,42.625,1797.637931
Packet Length Std,1966.0,95.73646024682604,434.68663400957996,0.0,0.0,3.207134903,75.57576615,4708.990311
Packet Length Variance,1966.0,198057.04177060287,1452438.2245861157,0.0,0.0,10.28571429,5711.696429,22200000.0
FIN Flag Count,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN Flag Count,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RST Flag Count,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSH Flag Count,1966.0,0.624618514750763,0.48434445289631967,0.0,0.0,1.0,1.0,1.0
ACK Flag Count,1966.0,0.37538148524923703,0.48434445289631967,0.0,0.0,0.0,1.0,1.0
URG Flag Count,1966.0,0.35961342828077314,0.48000917410947425,0.0,0.0,0.0,1.0,1.0
CWE Flag Count,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE Flag Count,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Down/Up Ratio,1966.0,0.6536113936927772,0.48755993125699604,0.0,0.0,1.0,1.0,2.0
Average Packet Size,1966.0,55.26118474032024,212.86875146289114,0.0,4.5,9.0,48.71428571,1813.269565
Avg Fwd Segment Size,1966.0,113.27554156840289,605.3464992683772,0.0,1.5,6.0,51.75,5940.857143
Avg Bwd Segment Size,1966.0,19.357369438637313,18.062846139546327,0.0,6.0,6.0,44.66666667,44.66666667
Fwd Header Length.1,1966.0,76.48016276703967,83.73226059166397,20.0,20.0,92.0,92.0,792.0
Fwd Avg Bytes/Bulk,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,1966.0,3.193794506612411,4.019112373551775,1.0,1.0,3.0,4.0,39.0
Subflow Fwd Bytes,1966.0,2645.4486266531026,18405.460849268413,0.0,1.5,6.0,207.0,207930.0
Subflow Bwd Packets,1966.0,3.3438453713123093,7.651824127810676,1.0,1.0,3.0,3.0,85.0
Subflow Bwd Bytes,1966.0,63.8001017293998,81.5684119121647,0.0,6.0,18.0,134.0,626.0
Init_Win_bytes_forward,1966.0,5364.838250254324,3988.8421409891866,237.0,237.0,8192.0,8192.0,29200.0
Init_Win_bytes_backward,1966.0,1053.1566632756867,3612.836667865769,0.0,110.0,237.0,256.0,16393.0
act_data_pkt_fwd,1966.0,1.6876907426246186,4.128979204381506,0.0,0.0,0.0,3.0,38.0
min_seg_size_forward,1966.0,22.01831129196338,3.489521996289715,20.0,20.0,20.0,28.0,32.0
Active Mean,1966.0,62.81173279247202,1969.7913111370717,0.0,0.0,0.0,0.0,63678.2
Active Std,1966.0,22.250128514750763,697.5327102161036,0.0,0.0,0.0,0.0,22252.53596
Active Max,1966.0,105.21515768056969,3297.9633037944673,0.0,0.0,0.0,0.0,103678.0
Active Min,1966.0,51.758901322482195,1622.3754217250157,0.0,0.0,0.0,0.0,50911.0
Idle Mean,1966.0,10274.669379450661,322073.79212188727,0.0,0.0,0.0,0.0,10200000.0
Idle Std,1966.0,24.186182685656153,837.6397666254542,0.0,0.0,0.0,0.0,34941.27201
Idle Max,1966.0,10274.669379450661,322073.79212188727,0.0,0.0,0.0,0.0,10200000.0
Idle Min,1966.0,10222.533570701933,320427.973087668,0.0,0.0,0.0,0.0,10100000.0
