,count,mean,std,min,25%,50%,75%,max
URG Flag Count,36.0,0.027777777777777776,0.16666666666666657,0.0,0.0,0.0,0.0,1.0
CWE Flag Count,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE Flag Count,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Down/Up Ratio,36.0,0.6388888888888888,0.4871361075732194,0.0,0.0,1.0,1.0,1.0
Average Packet Size,36.0,166.31971053722222,149.77490746750948,3.0,109.0875,146.7779344,198.415151525,928.25
Avg Fwd Segment Size,36.0,296.866603125,184.07551878010932,0.0,210.439285725,289.26853265,386.8226891,920.75
Avg Bwd Segment Size,36.0,7.039445042111111,7.482968389348813,0.0,6.0,6.0,6.0,48.5
Fwd Header Length.1,36.0,16610.555555555555,30057.850692522385,40.0,300.0,520.0,21250.0,110472.0
Fwd Avg Bytes/Bulk,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,36.0,830.2222222222222,1502.960547169887,2.0,15.0,26.0,1062.5,5523.0
Subflow Fwd Bytes,36.0,376725.77777777775,747593.2489368843,0.0,3737.75,7020.0,310861.75,2866110.0
Subflow Bwd Packets,36.0,829.6111111111111,1502.9784767545082,0.0,15.0,26.0,1062.5,5525.0
Subflow Bwd Bytes,36.0,5013.666666666667,9041.683967681503,0.0,90.0,174.0,6375.0,33406.0
Init_Win_bytes_forward,36.0,2111.1666666666665,2995.491960549098,255.0,255.0,255.0,3294.0,8192.0
Init_Win_bytes_backward,36.0,1732.0,1377.8228581974638,-1.0,623.5,1452.0,3294.0,3977.0
act_data_pkt_fwd,36.0,828.8333333333334,1503.179306859773,0.0,14.0,25.0,1061.5,5522.0
min_seg_size_forward,36.0,20.22222222222222,1.3333333333333324,20.0,20.0,20.0,20.0,28.0
Active Mean,36.0,4053004.982863889,7820842.976029832,0.0,0.0,570108.5,3478057.375,34300000.0
Active Std,36.0,1700039.5079972637,4874034.129126137,0.0,0.0,0.0,161474.7378725,26100000.0
Active Max,36.0,5550388.916666667,10659404.454954315,0.0,0.0,579527.5,5058312.75,42400000.0
Active Min,36.0,2830453.6666666665,6152347.198420916,0.0,0.0,561348.5,835877.0,26200000.0
Idle Mean,36.0,26617506.902777776,28149694.23502807,0.0,6107990.625,18950000.0,33925000.0,104000000.0
Idle Std,36.0,9164353.732441695,12852069.720766947,0.0,0.0,0.0,16925000.0,52500000.0
Idle Max,36.0,34744956.583333336,31354792.010969833,0.0,7074132.0,29900000.0,55000000.0,104000000.0
Idle Min,36.0,20269714.166666668,28172470.53618145,0.0,3831159.75,10592875.5,21025000.0,104000000.0
