,count,mean,std,min,25%,50%,75%,max
Bwd IAT Max,21.0,2145359.619047619,2536565.931491028,0.0,0.0,5116.0,5004482.0,5005270.0
Bwd IAT Min,21.0,455.23809523809524,492.8384019901356,0.0,0.0,51.0,878.0,1407.0
Fwd PSH Flags,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd PSH Flags,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd URG Flags,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd URG Flags,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Header Length,21.0,102.0952380952381,61.548277605392634,32.0,32.0,136.0,136.0,200.0
Bwd Header Length,21.0,89.9047619047619,52.81846718895274,32.0,32.0,104.0,136.0,168.0
Fwd Packets/s,21.0,6443.95340692538,8681.735718069105,0.788965995,0.799014336,0.99892356,13698.63014,23809.52381
Bwd Packets/s,21.0,6350.148715834951,8720.747555808763,0.599106134,0.798008331,0.79902088,13698.63014,23809.52381
Min Packet Length,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Packet Length,21.0,1148.3809523809523,1240.4292191088728,0.0,0.0,530.0,2021.0,4149.0
Packet Length Mean,21.0,166.38292448571428,169.69945681478646,0.0,0.0,117.0,291.1111111,474.9
Packet Length Std,21.0,382.5681934285714,400.05907290487886,0.0,0.0,232.171273,678.2819186,1304.645584
Packet Length Variance,21.0,298784.38626571436,415371.2674935782,0.0,0.0,53903.5,460066.3611,1702100.1
FIN Flag Count,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN Flag Count,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RST Flag Count,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSH Flag Count,21.0,0.5714285714285714,0.50709255283711,0.0,0.0,1.0,1.0,1.0
ACK Flag Count,21.0,0.42857142857142855,0.50709255283711,0.0,0.0,0.0,1.0,1.0
URG Flag Count,21.0,0.42857142857142855,0.50709255283711,0.0,0.0,0.0,1.0,1.0
CWE Flag Count,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE Flag Count,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Down/Up Ratio,21.0,0.7619047619047619,0.4364357804719847,0.0,1.0,1.0,1.0,1.0
Average Packet Size,21.0,185.8388888904762,188.642916285148,0.0,0.0,131.625,327.5,527.6666667
Avg Fwd Segment Size,21.0,71.05952380952381,64.12412888111545,0.0,0.0,107.4,120.0,149.75
Avg Bwd Segment Size,21.0,327.17698412857146,362.5852501488354,0.0,0.0,132.5,505.25,1037.25
Fwd Header Length.1,21.0,102.0952380952381,61.548277605392634,32.0,32.0,136.0,136.0,200.0
Fwd Avg Bytes/Bulk,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,21.0,3.0476190476190474,1.8021151593666394,1.0,1.0,4.0,4.0,6.0
Subflow Fwd Bytes,21.0,316.0,283.4783942384322,0.0,0.0,460.0,599.0,600.0
Subflow Bwd Packets,21.0,2.6666666666666665,1.5275252316519468,1.0,1.0,3.0,4.0,5.0
Subflow Bwd Bytes,21.0,1286.2857142857142,1475.8065300999701,0.0,0.0,530.0,2021.0,4149.0
Init_Win_bytes_forward,21.0,16797.85714285714,14674.419185390998,237.0,260.0,29200.0,29200.0,29200.0
Init_Win_bytes_backward,21.0,235.47619047619048,0.5117663157191591,235.0,235.0,235.0,236.0,236.0
act_data_pkt_fwd,21.0,0.5714285714285714,0.50709255283711,0.0,0.0,1.0,1.0,1.0
min_seg_size_forward,21.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0
Active Mean,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Std,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Max,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Min,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Mean,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Std,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Max,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Min,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
