,count,mean,std,min,25%,50%,75%,max
Subflow Fwd Packets,11.0,2583.7272727272725,662.0936626957082,590.0,2782.0,2792.0,2799.0,2805.0
Subflow Fwd Bytes,11.0,12509.727272727272,3590.8101618133223,7442.0,10816.0,12264.0,13712.0,20858.0
Subflow Bwd Packets,11.0,1897.1818181818182,497.14360464192197,436.0,2017.0,2069.0,2100.5,2130.0
Subflow Bwd Bytes,11.0,7276360.636363637,1872960.0896817995,1636683.0,7845238.5,7878135.0,7879536.0,7882432.0
Init_Win_bytes_forward,11.0,2899.2727272727275,8723.120841658782,235.0,235.0,235.0,349.0,29200.0
Init_Win_bytes_backward,11.0,276.45454545454544,57.515847618484486,235.0,235.0,235.0,349.0,349.0
act_data_pkt_fwd,11.0,111.45454545454545,28.69621451119864,25.0,120.0,120.0,120.0,123.0
min_seg_size_forward,11.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0
Active Mean,11.0,201.54545454545453,668.4506509289021,0.0,0.0,0.0,0.0,2217.0
Active Std,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Max,11.0,201.54545454545453,668.4506509289021,0.0,0.0,0.0,0.0,2217.0
Active Min,11.0,201.54545454545453,668.4506509289021,0.0,0.0,0.0,0.0,2217.0
Idle Mean,11.0,456816.7272727273,1515089.6823217485,0.0,0.0,0.0,0.0,5024984.0
Idle Std,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Max,11.0,456816.7272727273,1515089.6823217485,0.0,0.0,0.0,0.0,5024984.0
Idle Min,11.0,456816.7272727273,1515089.6823217485,0.0,0.0,0.0,0.0,5024984.0
