,count,mean,std,min,25%,50%,75%,max
Down/Up Ratio,652.0,0.010736196319018405,0.1031370214853561,0.0,0.0,0.0,0.0,1.0
Average Packet Size,652.0,23.88688771196319,126.41393418522254,0.0,0.0,0.0,0.0,757.9315961
Avg Fwd Segment Size,652.0,7.595967868558282,40.05593450433514,0.0,0.0,0.0,0.0,241.3054187
Avg Bwd Segment Size,652.0,53.165765351226995,286.7298610216167,0.0,0.0,0.0,0.0,1773.202532
Fwd Header Length.1,652.0,260.62576687116564,985.0081636558573,32.0,104.0,104.0,104.0,6792.0
Fwd Avg Bytes/Bulk,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,652.0,7.903374233128834,30.779701666520694,1.0,3.0,3.0,3.0,212.0
Subflow Fwd Bytes,652.0,1197.6196319018404,7459.492105333728,0.0,0.0,0.0,0.0,48985.0
Subflow Bwd Packets,652.0,3.5736196319018405,15.985278666208982,0.0,1.0,1.0,1.0,114.0
Subflow Bwd Bytes,652.0,4519.015337423313,28061.467672618226,0.0,0.0,0.0,0.0,183700.0
Init_Win_bytes_forward,652.0,28210.542944785277,5179.1596907807125,255.0,29200.0,29200.0,29200.0,29200.0
Init_Win_bytes_backward,652.0,26905.7254601227,7377.196251997617,-1.0,28960.0,28960.0,28960.0,28960.0
act_data_pkt_fwd,652.0,2.486196319018405,15.433563867464589,0.0,0.0,0.0,0.0,101.0
min_seg_size_forward,652.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0
Active Mean,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Std,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Max,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Min,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Mean,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Std,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Max,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Min,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
