,count,mean,std,min,25%,50%,75%,max
Fwd IAT Total,2830743.0,14482961.734189222,33575811.64651545,0.0,0.0,43.0,1242843.5,120000000.0
Fwd IAT Mean,2830743.0,2610192.9735423774,9525722.485290546,0.0,0.0,26.0,206306.35835,120000000.0
Fwd IAT Std,2830743.0,3266957.2220506016,9639055.40038893,0.0,0.0,0.0,65989.821745,84602929.2769822
Fwd IAT Max,2830743.0,9042938.558814418,24529157.399760637,0.0,0.0,43.0,931006.0,120000000.0
Fwd IAT Min,2830743.0,1021892.905134447,8591436.338588007,-12.0,0.0,3.0,48.0,120000000.0
Bwd IAT Total,2830743.0,9893830.350136695,28736614.19868905,0.0,0.0,3.0,98580.5,120000000.0
Bwd IAT Mean,2830743.0,1805783.7673781395,8887197.079058273,0.0,0.0,3.0,18248.56744,120000000.0
Bwd IAT Std,2830743.0,1485973.3473392955,6278468.565053553,0.0,0.0,0.0,15724.092965,84418013.7826341
Bwd IAT Max,2830743.0,4684692.427954428,17160950.05851053,0.0,0.0,3.0,60210.0,120000000.0
Bwd IAT Min,2830743.0,967261.3707574301,8308983.091271048,0.0,0.0,1.0,45.0,120000000.0
Fwd PSH Flags,2830743.0,0.04644646299575765,0.2104500052640271,0.0,0.0,0.0,0.0,1.0
Bwd PSH Flags,2830743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd URG Flags,2830743.0,0.00011127820505075876,0.010548263435852582,0.0,0.0,0.0,0.0,1.0
Bwd URG Flags,2830743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Header Length,2830743.0,-25997.391975887604,21052857.87313058,-32212234632.0,40.0,64.0,120.0,4644908.0
Bwd Header Length,2830743.0,-2273.2753195892387,1452208.9396062505,-1073741320.0,20.0,40.0,104.0,5838440.0
Fwd Packets/s,2830743.0,63865.3464113227,247537.12964217723,0.0,1.7494464485,61.3252384019,12048.19277,3000000.0
Bwd Packets/s,2830743.0,6995.191742608542,38151.69768316165,0.0,0.1229197105,19.82789388,7352.941176,2000000.0
Min Packet Length,2830743.0,16.43450465125234,25.237720798093196,0.0,0.0,2.0,36.0,1448.0
Max Packet Length,2830743.0,950.4024445172168,2028.2291463509491,0.0,6.0,87.0,525.0,24820.0
Packet Length Mean,2830743.0,171.9443902485449,305.4914611404488,0.0,6.0,57.2,119.8,3337.142857
Packet Length Std,2830743.0,294.97555442388494,631.8000730370162,0.0,0.0,25.98076211,174.32394935000002,4731.522394
Packet Length Variance,2830743.0,486154.7941429149,1647489.8652953487,0.0,0.0,675.0,30388.83933,22400000.0
FIN Flag Count,2830743.0,0.035379757187423935,0.18473776556008437,0.0,0.0,0.0,0.0,1.0
SYN Flag Count,2830743.0,0.04644646299575765,0.2104500052640271,0.0,0.0,0.0,0.0,1.0
RST Flag Count,2830743.0,0.0002423392021105413,0.015565364094837277,0.0,0.0,0.0,0.0,1.0
PSH Flag Count,2830743.0,0.29807050657724843,0.45741070561344155,0.0,0.0,0.0,1.0,1.0
ACK Flag Count,2830743.0,0.31584428540492726,0.464851319360726,0.0,0.0,0.0,1.0,1.0
URG Flag Count,2830743.0,0.0948231612689672,0.29297057817254973,0.0,0.0,0.0,0.0,1.0
CWE Flag Count,2830743.0,0.00011127820505075876,0.010548263435852582,0.0,0.0,0.0,0.0,1.0
ECE Flag Count,2830743.0,0.00024339899453959613,0.015599353750512685,0.0,0.0,0.0,0.0,1.0
Down/Up Ratio,2830743.0,0.6835004096097739,0.6804919860732402,0.0,0.0,1.0,1.0,156.0
Average Packet Size,2830743.0,191.98365759288953,331.8603492558195,0.0,7.5,72.25,149.2639319,3893.333333
Avg Fwd Segment Size,2830743.0,58.20193852809863,186.09115655132,0.0,6.0,34.0,50.0,5940.857143
Avg Bwd Segment Size,2830743.0,305.9492813497034,605.256800146863,0.0,0.0,72.0,181.0,5800.5
Fwd Header Length.1,2830743.0,-25997.391975887604,21052857.87313058,-32212234632.0,40.0,64.0,120.0,4644908.0
Fwd Avg Bytes/Bulk,2830743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Packets/Bulk,2830743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Avg Bulk Rate,2830743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bytes/Bulk,2830743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Packets/Bulk,2830743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd Avg Bulk Rate,2830743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subflow Fwd Packets,2830743.0,9.361159949878884,749.6727924997089,1.0,2.0,2.0,5.0,219759.0
Subflow Fwd Bytes,2830743.0,549.2919360747337,9980.070243893071,0.0,12.0,62.0,187.0,12870338.0
Subflow Bwd Packets,2830743.0,10.393770116185044,997.388268897278,0.0,1.0,2.0,4.0,291922.0
Subflow Bwd Bytes,2830743.0,16162.302467938629,2263057.283530068,0.0,0.0,123.0,482.0,655453030.0
Init_Win_bytes_forward,2830743.0,6989.837446211119,14338.725836828973,-1.0,-1.0,251.0,8192.0,65535.0
Init_Win_bytes_backward,2830743.0,1989.4329767838337,8456.883156998774,-1.0,-1.0,-1.0,235.0,65535.0
act_data_pkt_fwd,2830743.0,5.418217761202624,636.4256639058866,0.0,0.0,1.0,2.0,213557.0
min_seg_size_forward,2830743.0,-2741.687868520738,1084989.3838052028,-536870661.0,20.0,24.0,32.0,138.0
Active Mean,2830743.0,81551.3210123224,648599.9367787949,0.0,0.0,0.0,0.0,110000000.0
Active Std,2830743.0,41134.11677514898,393381.5153089061,0.0,0.0,0.0,0.0,74200000.0
Active Max,2830743.0,153182.52126950416,1025824.9748908025,0.0,0.0,0.0,0.0,110000000.0
Active Min,2830743.0,58295.8177443166,577092.2818949058,0.0,0.0,0.0,0.0,110000000.0
Idle Mean,2830743.0,8316036.627207753,23630078.578326467,0.0,0.0,0.0,0.0,120000000.0
Idle Std,2830743.0,503843.94977932324,4602984.480687809,0.0,0.0,0.0,0.0,76900000.0
Idle Max,2830743.0,8695751.984585673,24366888.329228774,0.0,0.0,0.0,0.0,120000000.0
Idle Min,2830743.0,7920031.014637146,23363418.927607834,0.0,0.0,0.0,0.0,120000000.0
